model,phase,task,class,stage,experiment,metric,value,n,source_path,source_md5,notes
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,mean_delta_ld[C2|a1.0],-0.210227,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_flipped[C2|a1.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_top1_now_correct[C2|a1.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,mean_delta_ld[C2|a2.0],-0.441761,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_flipped[C2|a2.0],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_top1_now_correct[C2|a2.0],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,mean_delta_ld[C2|a3.0],-0.677557,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_flipped[C2|a3.0],5,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_top1_now_correct[C2|a3.0],5,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,mean_delta_ld[C3|a1.0],-1.47017,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_flipped[C3|a1.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_top1_now_correct[C3|a1.0],1,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,mean_delta_ld[C3|a2.0],-1.68892,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_flipped[C3|a2.0],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_top1_now_correct[C3|a2.0],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,mean_delta_ld[C3|a3.0],-1.901989,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_flipped[C3|a3.0],3,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_top1_now_correct[C3|a3.0],3,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,mean_delta_ld[C4|a1.0],-2.891334,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_flipped[C4|a1.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_top1_now_correct[C4|a1.0],3,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,mean_delta_ld[C4|a2.0],-3.083807,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_flipped[C4|a2.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_top1_now_correct[C4|a2.0],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,mean_delta_ld[C4|a3.0],-3.213068,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_flipped[C4|a3.0],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_top1_now_correct[C4|a3.0],3,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,mean_delta_ld[CTRL_ATTN],-1.457386,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_flipped[CTRL_ATTN],1,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_top1_now_correct[CTRL_ATTN],4,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,mean_delta_ld[CTRL_BORING],0.011364,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_flipped[CTRL_BORING],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_top1_now_correct[CTRL_BORING],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,mean_delta_ld[CTRL_RAND],-0.005682,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_flipped[CTRL_RAND],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_combined_ablation,n_top1_now_correct[CTRL_RAND],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,65e8393b2c4a9c04b075854e83f37be1,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_questions_meta,44,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,d_dot_r,-0.0,0,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,failure_observed,0,0,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_cases_all,44,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,mean_baseline_ld,7.059659,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,mean_delta_ld[CTRL_MAG|a1.0],-0.019886,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_flipped[CTRL_MAG|a1.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_top1_now_correct[CTRL_MAG|a1.0],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,mean_delta_ld[CTRL_MAG|a2.0],-0.03267,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_flipped[CTRL_MAG|a2.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_top1_now_correct[CTRL_MAG|a2.0],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,mean_delta_ld[CTRL_MAG|a3.0],-0.076705,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_flipped[CTRL_MAG|a3.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_top1_now_correct[CTRL_MAG|a3.0],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,mean_delta_ld[CTRL_MAG_BORING|a1.0],0.014205,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_flipped[CTRL_MAG_BORING|a1.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_top1_now_correct[CTRL_MAG_BORING|a1.0],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,mean_delta_ld[CTRL_MAG_BORING|a2.0],-0.008523,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_flipped[CTRL_MAG_BORING|a2.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_top1_now_correct[CTRL_MAG_BORING|a2.0],3,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,mean_delta_ld[CTRL_MAG_BORING|a3.0],0.005682,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_flipped[CTRL_MAG_BORING|a3.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_top1_now_correct[CTRL_MAG_BORING|a3.0],3,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,mean_delta_ld[CTRL_MAG_L75|a1.0],-0.011364,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_flipped[CTRL_MAG_L75|a1.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_top1_now_correct[CTRL_MAG_L75|a1.0],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,mean_delta_ld[CTRL_MAG_L75|a2.0],-0.012784,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_flipped[CTRL_MAG_L75|a2.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_top1_now_correct[CTRL_MAG_L75|a2.0],3,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,mean_delta_ld[CTRL_MAG_L75|a3.0],-0.005682,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_flipped[CTRL_MAG_L75|a3.0],0,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_ctrl_mag,n_top1_now_correct[CTRL_MAG_L75|a3.0],2,44,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,4b9f536d9dc58947e5db38b849afcc55,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_generate_flipped,n_questions_meta,5,5,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_generate_flipped.json,d7b7c383c16a4eb8aad85a9ed9ba3bb0,
Qwen-2.5-72B,discovery,det,error,s08_c2_steering,det_4x4_error_generate_flipped,n_cases_all,5,5,Qwen/discovery_4x4_DET/s08_c2_steering/det_4x4_error_generate_flipped.json,d7b7c383c16a4eb8aad85a9ed9ba3bb0,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,n_questions_meta,47,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,n_cases_all,47,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,mean_baseline_ld,4.465426,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,mean_delta_ld[L30_mlp|A1_error_mean],0.026596,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,n_broken[L30_mlp|A1_error_mean],0,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,mean_delta_ld[L30_mlp|A2_self_mean],0.00266,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,n_broken[L30_mlp|A2_self_mean],0,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,mean_delta_ld[L77_attn|A1_error_mean],-0.143617,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,n_broken[L77_attn|A1_error_mean],0,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,mean_delta_ld[L77_attn|A2_self_mean],-0.207447,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,n_broken[L77_attn|A2_self_mean],0,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,mean_delta_ld[L77_mlp|A1_error_mean],0.255319,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,n_broken[L77_mlp|A1_error_mean],0,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,mean_delta_ld[L77_mlp|A2_self_mean],-0.25266,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,n_broken[L77_mlp|A2_self_mean],0,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,mean_delta_ld[L79_mlp|A1_error_mean],1.603723,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,n_broken[L79_mlp|A1_error_mean],0,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,mean_delta_ld[L79_mlp|A2_self_mean],0.609043,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,correct,s09_judge,det_4x4_correct_judge_candidates_armA,n_broken[L79_mlp|A2_self_mean],0,47,Qwen/discovery_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,1c5b6d2d4d9d4762417f4b4ae9387243,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,n_questions_meta,44,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,n_cases_all,44,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,mean_baseline_ld,7.059659,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,mean_delta_ld[L30_mlp|g1.5],0.048295,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,n_fixed[L30_mlp|g1.5],0,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,mean_delta_ld[L30_mlp|g2.0],0.072443,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,n_fixed[L30_mlp|g2.0],0,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,mean_delta_ld[L30_mlp|g3.0],0.116477,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,n_fixed[L30_mlp|g3.0],0,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,mean_delta_ld[L77_attn|g1.5],-0.005682,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,n_fixed[L77_attn|g1.5],0,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,mean_delta_ld[L77_attn|g2.0],-0.034091,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,n_fixed[L77_attn|g2.0],0,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
Qwen-2.5-72B,discovery,det,error,s09_judge,det_4x4_error_judge_candidates_armB,mean_delta_ld[L77_attn|g3.0],-0.1875,44,Qwen/discovery_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,42d90de1ea160e576108e390ac1872d2,
